広告ID,広告名,広告セット名,キャンペーン名,訴求名,登録経路,インプレッション,クリック,消費額,TikTok CV,スプレッドシートCV数,フロント販売本数,CPM,CTR(%),CVR(%),CPA,フロントCPO
"1836985648648193","【AI1.5倍】パクるやつ多すぎ（AI）_テストなし_AI_yE0tl1IM.mp4","広告セット 20250707075457","7/7 AI CR403 スマ AIまとめ(速度変更)","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1836985648648209","【AI1.5倍】AIの法則_テストなし_AI_OfPlia7b.mp4","広告セット 20250707075457","7/7 AI CR403 スマ AIまとめ(速度変更)","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1836985648648225","【AI1.5倍】30歳やばい冒頭2_TikTok_jlyNGc83.mp4","広告セット 20250707075457","7/7 AI CR403 スマ AIまとめ(速度変更)","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1836434601030689","CR395　リール投稿実は・・","7/2 セン CR394 リール投稿は正義","7/2 セン CR394 スマ リール投稿は正義","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1836434661417121","CR394","7/2 セン CR394 リール投稿は正義","7/2 セン CR394 スマ リール投稿は正義","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1836053250329713","(TT)修正1_一過性テクニック_SNSVer_CfVEWisI.mp4","広告セット 20250627125520","6/27 セン CR393 スマ 一過性のテクニック","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835994629296241","修正1_TT_50代から問題ないです_ie53VMoJ.mp4","広告セット 20250626092540","6/27 セン CR392 スマ 50代から問題ないです","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835868947357826","左【後半一部変更】これ1本で_TikTok用_左ver_LP_KQZnICA7.mp4","広告セット 20250625120620","6/25 AI CR394 スマ これ1本で（後半一部変更）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835868947357842","右[後半一部変更]これ１本で右ver_LP_V4FRYqEM.mp4","広告セット 20250625120620","6/25 AI CR394 スマ これ1本で（後半一部変更）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835704002746466","社長社長！_EYhCnH7z.mp4","広告セット 20250623042557","6/24 セン CR391 スマ 社長社長！","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835703529229634","パソコン_1_hPxRTmZf.mp4","広告セット 20250623041544","6/24 AI CR393 スマ AIまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835703529231362","chatgpt指示_1_rnH1Two2.mp4","広告セット 20250623041544","6/24 AI CR393 スマ AIまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835703529231378","台本2_meta_CXoiqxd9.mp4","広告セット 20250623041544","6/24 AI CR393 スマ AIまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829909153","これ全部辞めましたAI_ツールに拘る_オファー1_AI_k1F50vGz.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829909169","これ全部辞めましたAI_AI動画_オファー2_AI_cZRFeTbm.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829910273","これ全部辞めましたAI_AI美女_オファー1_AI_yw7Fs9ZQ.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829910289","これ全部辞めましたAI_動画生成_オファー1_AI_VSFzJKIo.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829910305","これ全部辞めましたAI__ツール漁り_オファー2_AI_euhOXdY7.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829910321","これ全部辞めましたAI_動画生成_オファー2_AI_oC54gjQz.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829911169","これ全部辞めましたAI_AI動画_オファー1_AI_a9sI7oZt.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829911185","これ全部辞めましたAI_AI美女_オファー2_AI_Sq84UPC5.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829911201","これ全部辞めましたAI__ツール漁り_オファー1_AI_GAN06cbr.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835698829911217","これ全部辞めましたAI_ツールに拘る_オファー2_AI_pMxO5EHA.mp4","広告セット 20250623030513","6/23 AI CR392 スマ 全部やめました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835678600554562","隠し撮り_AIver_テーマ4_AI_ZSEaAqcU.mp4","広告セット 20250623094123","6/23 AI CR391 スマ　隠し撮り","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835678600554578","隠し撮り_AIver_テーマ3_AI_gLaiDuUS.mp4","広告セット 20250623094123","6/23 AI CR391 スマ　隠し撮り","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835678600554594","隠し撮り_AIver_テーマ2_AI_KLoZV3ly.mp4","広告セット 20250623094123","6/23 AI CR391 スマ　隠し撮り","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835678600554610","隠し撮り_AIver_テーマ1_AI_DVpJFZuW.mp4","広告セット 20250623094123","6/23 AI CR391 スマ　隠し撮り","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835591250568306","これ1本で_TikTok用_左ver_LP_wLoEIkbF.mp4","広告セット 20250622103117","6/22 AI CR390 スマ　これ1本でverLP","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835591250569282","これ1本で_TikTok用_右ver_LP_aYALv7Uo.mp4","広告セット 20250622103117","6/22 AI CR390 スマ　これ1本でverLP","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835436349331457","これ1本で_TikTok用_左ver_xDQS8bdn.mp4","広告セット 20250620052923","6/21 AI CR389 スマ　これ1本で","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835436349331473","これ1本で_TikTok用_右ver_lMhFVEfQ.mp4","広告セット 20250620052923","6/21 AI CR389 スマ　これ1本で","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938667185","説明しよう２！_インスタ集客_購買意欲_マネタイズ_PL1NchjB.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938668097","説明しよう２！_インスタ集客_100人_czDyiEeO.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938668113","説明しよう２！_バズ_マネタイズ_i8QxpBAN.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938668129","説明しよう２！_インスタ集客_差別化_マネタイズ_m7hUCjeI.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938668145","説明しよう２！_トークリールバズ_マネタイズ_21tqQI9T.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938669057","説明しよう２！_インスタ集客_売上_tmGv8pZP.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938669073","説明しよう２！_リール投稿_マネタイズ_3jP1m9Ca.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938669089","説明しよう２！_インスタ集客_差別化_93ADQaIv.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938669105","説明しよう２！_インスタ集客_購買意欲_uXAD6cbE.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938670209","説明しよう２！_インスタ集客_仕組み化_マネタイズ_dCNzRI5K.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938670225","説明しよう２！_インスタ集客_仕組み化_tm5LCgJv.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938670241","説明しよう２！_インスタ集客_後発組_42dxpXqg.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938670257","説明しよう２！_100フォロワー_マネタイズ_wX7gVOhl.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835154938671169","説明しよう２！_トークリールバズ_hgDNWGQs.mp4","広告セット 20250617025520","6/17 セン CR373 スマ 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835092320813345","もうやめませんか？（暗いトーン） TikTok　冒頭2 (1)_gMe3XsO9.mp4","広告セット 20250616102056","6/17 セン CR390 スマ もうやめませんか？（暗いトーン）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835092320813361","もうやめませんか？（暗いトーン） TikTok　冒頭3 (1)_rE9bpy25.mp4","広告セット 20250616102056","6/17 セン CR390 スマ もうやめませんか？（暗いトーン）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835092320814209","もうやめませんか？（暗いトーン） TikTok　冒頭4 (1)_YFcUAMRK.mp4","広告セット 20250616102056","6/17 セン CR390 スマ もうやめませんか？（暗いトーン）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835092320814225","もうやめませんか？（暗いトーン） TikTok　冒頭1 (1)_2G9Op8Vt.mp4","広告セット 20250616102056","6/17 セン CR390 スマ もうやめませんか？（暗いトーン）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730092097","11_YsqCutcN.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730092113","1_AmJGwcC3.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730092129","10_MTVoidrw.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730092145","9_HTDEij0k.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730093249","8_tZOEIa8h.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730093265","7_FS1UX2BK.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730093281","6_vslAQyT8.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730093297","5_Z0vzBFEA.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730094145","4_a0K18x4T.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835081730094161","3_vVdtu5eK.mp4","広告セット 20250616072843","6/17 セン CR389 スマ すべてを無料で公開します","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835074066537473","論外TT_1_P1WUThnO.mp4","広告セット 20250616053225","6/17 セン CR388 スマ 論外TT","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835060260957217","頭の良さ（AI）_冒頭1_AI_m1j4Izwa.mp4","広告セット 20250616014936","6/16 AI CR378 スマ AIまとめ1（Pangleなし）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835060260957233","頭の良さ（AI）_冒頭2_AI_6HQWrBic.mp4","広告セット 20250616014936","6/16 AI CR378 スマ AIまとめ1（Pangleなし）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835060260958209","頭の良さ（AI）_冒頭3_AI_WswPaVGn.mp4","広告セット 20250616014936","6/16 AI CR378 スマ AIまとめ1（Pangleなし）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835060260958225","頭の良さ（AI）_冒頭4_AI_2xdUkVZB.mp4","広告セット 20250616014936","6/16 AI CR378 スマ AIまとめ1（Pangleなし）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1835060260958241","パクるやつ多すぎ（AI）_テストなし_AI_KnHRGSfg.mp4","広告セット 20250616014936","6/16 AI CR378 スマ AIまとめ1（Pangleなし）","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834986895719554","論外です TikTok_57QGvbhW.mp4","広告セット 20250615061622","6/16 セン CR387 スマ 論外です","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834822587070466","リストが取れない_TT_納品_IfYiVNws.mp4","広告セット 20250613105446","6/14 セン CR386 スマ リストが取れない","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834787886254273","二極化_冒頭2_TikTok用.mp4","広告セット 20250605064246","6/13 セン CR385 スマ SNSまとめ5","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834787886255105","二極化_冒頭1_TikTok用.mp4","広告セット 20250605064246","6/13 セン CR385 スマ SNSまとめ5","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834787886255121","おい会社員_冒頭4_SNS_8p2we3KC.mp4","広告セット 20250605064246","6/13 セン CR385 スマ SNSまとめ5","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834787886255137","おい会社員_冒頭3_SNS_RVTFDhAn.mp4","広告セット 20250605064246","6/13 セン CR385 スマ SNSまとめ5","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834787886255153","おい会社員_冒頭1_SNS_BGun7eRK.mp4","広告セット 20250605064246","6/13 セン CR385 スマ SNSまとめ5","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834787886257217","おい会社員（横展開）_冒頭5_SNS_t3m2osYn.mp4","広告セット 20250605064246","6/13 セン CR385 スマ SNSまとめ5","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786003816546","頭の良さCR　TikTok　4_8getXvNd.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786003816562","頭の良さCR　TikTok　5_HybaUVgr.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786003817538","新入社員（普通の会社員）:冒頭1:SNS 13.00.31_Z60IoqXk.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786003817554","新入社員（リスキリング）_冒頭1_SNS_oqcs0Vhm.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786003817570","自己投資:冒頭1:SNS_e7LbHmyW.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786003817586","自己投資:冒頭2:SNS_RwqOCWn0.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786014375234","SNSマーケ学んどけ_冒頭1-コンサル_本文2-キャリア_yctOnF4r.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786014375250","SNSマーケ学んどけ_冒頭1-コンサル_本文1-ロジカル_SjgU16y7.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786014375266","SNSマーケ学んどけ_冒頭2-地味_本文2-キャリア_27brydl6.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786014375282","SNSマーケ学んどけ_冒頭2-地味_本文1-ロジカル_mhId0Eyp.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786014376258","SNSマーケ学んどけ_冒頭3-転職_本文1-ロジカル_XfNPodr8.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834786014376274","SNSマーケ学んどけ_冒頭3-転職_本文2-キャリア.mp4_4F8xjf60.mp4","広告セット 20250613010649","6/13 セン CR384 スマ SNSまとめ4","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278776002","マーケ足りてない（フィリピン）_yGuOIml2.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278776018","問題ないですHQ_uAURDSQ8.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278776034","パクるやつ多すぎ:冒頭6:SNS_B0awUibk.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278776050","AI動画否定_冒頭2,実績カット_SNS_3LuvfwmM.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278777026","AI動画否定_冒頭1,実績カット_SNS_Vn6DHd80.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278777042","暴露_冒頭1_SNS_Tik_ynx4oTC7.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278777058","暴露_冒頭2_SNS_Tik_fpOmVc3r.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278777074","【LP変更】SNSレベル_TikTok_冒頭3_7ynahJrx.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278778050","【LP変更】SNSレベル_TikTok_冒頭4_309j7HvF.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278778066","【LP変更】SNSレベル_TikTok_冒頭1_Zm1D407f.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834784278778082","【LP変更】SNSレベル_TikTok_冒頭2_u6kYiUgs.mp4","広告セット 20250613124313","6/13 セン CR383 スマ SNSまとめ3","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834353370450977","＃修正3_usutakuトレース_TT_odzHuxT3.mp4","広告セット 20250608061930","6/9 AI CR387 スマ usutakuトレース","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834350915950801","紙芝居_TT (1)_oNvRIWEf.mp4","広告セット 20250608055808","6/9 AI CR386 スマ 紙芝居","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834350186869762","金銭的に厳しくなりました TT用_1_kZzy0H9s.mp4","広告セット 20250608054814","6/8 セン CR382 スマ 金銭的に厳しくなりました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834349616380065","TT.高年収の未来を捨てました_S8F3hmtw.mp4_2025-06-08 17:42:53","広告セット 20250608053829","6/8 セン CR381 タゲ 高年収の未来を捨てました","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570896897","これ全部やめました_修正TikTok用_9xKhmLw5.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570896913","P15（SNS100投稿）_ujmFvgol.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570896929","セルフブラック:月商カット:SNS_FoiATaEL.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570896945","二極化_冒頭2_TikTok用.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570897985","二極化_冒頭1_TikTok用.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570898001","はいそこまで_バナー差し替え_SNS_zfTo9YbJ.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834083570898017","全部やめました_冒頭5-実績アピール&顔出し投稿&いいね誘導__p04MB2fq.mp4","広告セット 20250605070517","6/6 セン CR378 スマ SNSまとめ1","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834066551881841","広告名2025-06-05 14:43:52","冒頭1","6/5 セン CR374　SNSマーケ学んどけ","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834066877451458","広告名2025-06-05 14:48:36","冒頭1","6/5 セン CR374　SNSマーケ学んどけ","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834067361915937","広告名2025-06-05 14:43:52","冒頭2","6/5 セン CR374　SNSマーケ学んどけ","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834067361915953","広告名2025-06-05 14:48:36","冒頭2","6/5 セン CR374　SNSマーケ学んどけ","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834067728357377","広告名2025-06-05 14:43:52","冒頭3","6/5 セン CR374　SNSマーケ学んどけ","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1834067728357393","広告名2025-06-05 14:48:36","冒頭3","6/5 セン CR374　SNSマーケ学んどけ","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833982909744210","広告名2025-06-04 16:34:37","広告セット 20250604043256","6/4 AI CR384 タゲ 1-4で2倍","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833344963105889","転職面接　冒頭4","広告セット 20250528033305","5/26 AI CR383 タゲ 転職面接","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833345059339458","転職面接　冒頭1","広告セット 20250528033305","5/26 AI CR383 タゲ 転職面接","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833345059339474","転職面接　冒頭2","広告セット 20250528033305","5/26 AI CR383 タゲ 転職面接","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833345059339490","転職面接　冒頭3","広告セット 20250528033305","5/26 AI CR383 タゲ 転職面接","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833263398911058","トークリールバズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833263588624466","インスタ集客後発組","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833263588624482","インスタ集客仕組化","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264118982674","インスタ集客購買意欲","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264118982690","インスタ集客仕組化マネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264118982706","100フォロワーマネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264546915505","インスタ集客売り上げ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264546916497","リール投稿マネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264546916513","インスタ集客差別化","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264973406226","バズマネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264973406242","インスタ集客差別化マネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833264973406258","トークリールバズマネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833265336536082","インスタ集客購買意欲マネタイズ","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833265336536098","インスタ集客100人","広告セット 20250527055609","5/27 セン CR373 説明しよう2","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833234587775026","広告名2025-05-27 10:21:29","CR381　AIツールに拘る","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833160015064081","CR378　AI美女　オファー1","CR378　AI美女","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833160015064097","CR378　AI美女　オファー2","CR378　AI美女","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833160738953298","CR379　AI動画オファー1","CR379　AI動画","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833160930067474","CR379　AI動画オファー2","CR379　AI動画","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833161040342113","CR380　AIツール漁り　オファー1","CR380　AIツール漁り","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833161040342129","CR379　AIツール漁り　オファー2","CR380　AIツール漁り","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833161322231906","CR381　AIツール漁り　オファー1","CR381　AIツールに拘る","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833161322231922","CR381　AIツールに拘る　オファー2","CR381　AIツールに拘る","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833161613389905","CR382　AI動画生成　オファー1","CR382　AI動画生成","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833161613389921","CR382　AI動画生成　オファー2","CR382　AI動画生成","5/26 AI CR378～CR382 タゲ　これ全部やめましたAI","AI","",0,0,0.00,0,0,0,0,0,0,0,0
"1833158559717378","広告名2025-05-26 14:12:12","広告セット 20250526021055","5/26 AI CR377 タゲ　魔法のプロンプト","AI","",0,0,0.00,0,0,0,0,0,0,0,0
